"No.","Time","Source","Destination","Protocol","Length","Info"
"238","3.200983200","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=6273 Ack=4908 Win=87168 Len=0 TSval=2706772121 TSecr=2706772078"
"239","3.200993676","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=5029 Ack=4811 Win=87168 Len=0 TSval=2706772121 TSecr=2706772077"
"240","3.201017911","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=4977 Ack=5061 Win=77568 Len=0 TSval=2706772121 TSecr=2706772080"
"241","3.201017911","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=4732 Ack=5377 Win=77568 Len=0 TSval=2706772121 TSecr=2706772079"
"242","3.201034044","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=5061 Ack=4977 Win=87168 Len=0 TSval=2706772121 TSecr=2706772080"
"243","3.204750284","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=5040 Ack=6209 Win=77568 Len=0 TSval=2706772125 TSecr=2706772081"
"244","4.153529123","127.0.0.1","127.0.0.1","TCP","421","51768  >  8080 [PSH, ACK] Seq=5040 Ack=6209 Win=77568 Len=355 TSval=2706773073 TSecr=2706772081"
"245","4.153529123","127.0.0.1","127.0.0.1","TCP","615","51798  >  8080 [PSH, ACK] Seq=4908 Ack=6273 Win=77568 Len=549 TSval=2706773073 TSecr=2706772121"
"246","4.153564602","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=6273 Ack=5457 Win=87168 Len=0 TSval=2706773073 TSecr=2706773073"
"247","4.153567465","127.0.0.1","127.0.0.1","TCP","114","51794  >  8080 [PSH, ACK] Seq=4977 Ack=5061 Win=77568 Len=48 TSval=2706773073 TSecr=2706772121"
"248","4.153594633","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=5061 Ack=5025 Win=87168 Len=0 TSval=2706773073 TSecr=2706773073"
"249","4.154506128","127.0.0.1","127.0.0.1","TCP","428","8080  >  51776 [PSH, ACK] Seq=5377 Ack=4732 Win=87168 Len=362 TSval=2706773074 TSecr=2706772121"
"250","4.154533227","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=4732 Ack=5739 Win=77696 Len=0 TSval=2706773074 TSecr=2706773074"
"251","4.154978323","127.0.0.1","127.0.0.1","TCP","583","51780  >  8080 [PSH, ACK] Seq=4811 Ack=5029 Win=77568 Len=517 TSval=2706773075 TSecr=2706772121"
"252","4.155007936","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=5029 Ack=5328 Win=87168 Len=0 TSval=2706773075 TSecr=2706773075"
"253","4.155142240","127.0.0.1","127.0.0.1","TCP","713","51776  >  8080 [PSH, ACK] Seq=4732 Ack=5739 Win=77696 Len=647 TSval=2706773075 TSecr=2706773074"
"254","4.155222907","127.0.0.1","127.0.0.1","TCP","622","8080  >  51794 [PSH, ACK] Seq=5061 Ack=5025 Win=87168 Len=556 TSval=2706773075 TSecr=2706773073"
"255","4.155250075","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=5025 Ack=5617 Win=77568 Len=0 TSval=2706773075 TSecr=2706773075"
"256","4.156648641","127.0.0.1","127.0.0.1","TCP","504","8080  >  51794 [PSH, ACK] Seq=5617 Ack=5025 Win=87168 Len=438 TSval=2706773076 TSecr=2706773075"
"257","4.156679650","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=5025 Ack=6055 Win=77568 Len=0 TSval=2706773077 TSecr=2706773076"
"258","4.157813519","127.0.0.1","127.0.0.1","TCP","590","8080  >  51776 [PSH, ACK] Seq=5739 Ack=5379 Win=87040 Len=524 TSval=2706773078 TSecr=2706773075"
"259","4.159466027","127.0.0.1","127.0.0.1","TCP","720","8080  >  51768 [PSH, ACK] Seq=6209 Ack=5395 Win=87296 Len=654 TSval=2706773079 TSecr=2706773073"
"260","4.159507862","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=5395 Ack=6863 Win=77440 Len=0 TSval=2706773079 TSecr=2706773079"
"261","4.163419167","127.0.0.1","127.0.0.1","TCP","583","51794  >  8080 [PSH, ACK] Seq=5025 Ack=6055 Win=77568 Len=517 TSval=2706773083 TSecr=2706773076"
"262","4.164396033","127.0.0.1","127.0.0.1","TCP","590","8080  >  51780 [PSH, ACK] Seq=5029 Ack=5328 Win=87168 Len=524 TSval=2706773084 TSecr=2706773075"
"263","4.200949836","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=5379 Ack=6263 Win=77696 Len=0 TSval=2706773121 TSecr=2706773078"
"264","4.204948583","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=5328 Ack=5553 Win=77568 Len=0 TSval=2706773125 TSecr=2706773084"
"265","4.204948583","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=6055 Ack=5542 Win=87168 Len=0 TSval=2706773125 TSecr=2706773083"
"266","5.155865951","127.0.0.1","127.0.0.1","TCP","551","51798  >  8080 [PSH, ACK] Seq=5457 Ack=6273 Win=77568 Len=485 TSval=2706774076 TSecr=2706773073"
"267","5.155885996","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=6273 Ack=5942 Win=87168 Len=0 TSval=2706774076 TSecr=2706774076"
"268","5.156218788","127.0.0.1","127.0.0.1","TCP","583","51768  >  8080 [PSH, ACK] Seq=5395 Ack=6863 Win=77568 Len=517 TSval=2706774076 TSecr=2706773079"
"269","5.156870055","127.0.0.1","127.0.0.1","TCP","558","8080  >  51794 [PSH, ACK] Seq=6055 Ack=5542 Win=87168 Len=492 TSval=2706774077 TSecr=2706773083"
"270","5.157433602","127.0.0.1","127.0.0.1","TCP","615","51794  >  8080 [PSH, ACK] Seq=5542 Ack=6547 Win=77568 Len=549 TSval=2706774077 TSecr=2706774077"
"271","5.157459793","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=6547 Ack=6091 Win=87168 Len=0 TSval=2706774077 TSecr=2706774077"
"272","5.157776592","127.0.0.1","127.0.0.1","TCP","590","8080  >  51798 [PSH, ACK] Seq=6273 Ack=5942 Win=87168 Len=524 TSval=2706774078 TSecr=2706774076"
"273","5.158447205","127.0.0.1","127.0.0.1","TCP","551","51780  >  8080 [PSH, ACK] Seq=5328 Ack=5553 Win=77568 Len=485 TSval=2706774078 TSecr=2706773084"
"274","5.158521585","127.0.0.1","127.0.0.1","TCP","649","51776  >  8080 [PSH, ACK] Seq=5379 Ack=6263 Win=77696 Len=583 TSval=2706774078 TSecr=2706773078"
"275","5.158719026","127.0.0.1","127.0.0.1","TCP","622","8080  >  51780 [PSH, ACK] Seq=5553 Ack=5813 Win=87168 Len=556 TSval=2706774079 TSecr=2706774078"
"276","5.158738651","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=5813 Ack=6109 Win=77568 Len=0 TSval=2706774079 TSecr=2706774079"
"277","5.159597626","127.0.0.1","127.0.0.1","TCP","558","8080  >  51776 [PSH, ACK] Seq=6263 Ack=5962 Win=87168 Len=492 TSval=2706774079 TSecr=2706774078"
"278","5.159627238","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=5962 Ack=6755 Win=77568 Len=0 TSval=2706774079 TSecr=2706774079"
"279","5.160168995","127.0.0.1","127.0.0.1","TCP","656","8080  >  51798 [PSH, ACK] Seq=6797 Ack=5942 Win=87168 Len=590 TSval=2706774080 TSecr=2706774076"
"280","5.160214531","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=5942 Ack=7387 Win=77568 Len=0 TSval=2706774080 TSecr=2706774078"
"281","5.196862549","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=6863 Ack=5912 Win=87296 Len=0 TSval=2706774117 TSecr=2706774076"
"282","6.159012584","127.0.0.1","127.0.0.1","TCP","114","51768  >  8080 [PSH, ACK] Seq=5912 Ack=6863 Win=77568 Len=48 TSval=2706775079 TSecr=2706774117"
"283","6.159051626","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=6863 Ack=5960 Win=87296 Len=0 TSval=2706775079 TSecr=2706775079"
"284","6.159531852","127.0.0.1","127.0.0.1","TCP","615","51798  >  8080 [PSH, ACK] Seq=5942 Ack=7387 Win=77568 Len=549 TSval=2706775079 TSecr=2706774078"
"285","6.160639321","127.0.0.1","127.0.0.1","TCP","504","8080  >  51768 [PSH, ACK] Seq=6863 Ack=5960 Win=87296 Len=438 TSval=2706775080 TSecr=2706775079"
"286","6.160678502","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=5960 Ack=7301 Win=77568 Len=0 TSval=2706775081 TSecr=2706775080"
"287","6.160755327","127.0.0.1","127.0.0.1","TCP","551","51794  >  8080 [PSH, ACK] Seq=6091 Ack=6547 Win=77568 Len=485 TSval=2706775081 TSecr=2706774077"
"288","6.160783054","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=6547 Ack=6576 Win=87168 Len=0 TSval=2706775081 TSecr=2706775081"
"289","6.161557451","127.0.0.1","127.0.0.1","TCP","583","51776  >  8080 [PSH, ACK] Seq=5962 Ack=6755 Win=77696 Len=517 TSval=2706775081 TSecr=2706774079"
"290","6.161729749","127.0.0.1","127.0.0.1","TCP","622","8080  >  51794 [PSH, ACK] Seq=6547 Ack=6576 Win=87168 Len=556 TSval=2706775082 TSecr=2706775081"
"291","6.162806138","127.0.0.1","127.0.0.1","TCP","558","8080  >  51776 [PSH, ACK] Seq=6755 Ack=6479 Win=87168 Len=492 TSval=2706775083 TSecr=2706775081"
"292","6.162843154","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=6479 Ack=7247 Win=77568 Len=0 TSval=2706775083 TSecr=2706775083"
"293","6.164037365","127.0.0.1","127.0.0.1","TCP","590","8080  >  51798 [PSH, ACK] Seq=7387 Ack=6491 Win=87168 Len=524 TSval=2706775084 TSecr=2706775079"
"294","6.164090654","127.0.0.1","127.0.0.1","TCP","421","51780  >  8080 [PSH, ACK] Seq=5813 Ack=6109 Win=77568 Len=355 TSval=2706775084 TSecr=2706774079"
"295","6.164932098","127.0.0.1","127.0.0.1","TCP","428","8080  >  51794 [PSH, ACK] Seq=7103 Ack=6576 Win=87168 Len=362 TSval=2706775085 TSecr=2706775081"
"296","6.164966670","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=6576 Ack=7465 Win=77696 Len=0 TSval=2706775085 TSecr=2706775082"
"297","6.164992650","127.0.0.1","127.0.0.1","TCP","649","51768  >  8080 [PSH, ACK] Seq=5960 Ack=7301 Win=77568 Len=583 TSval=2706775085 TSecr=2706775080"
"298","6.166561489","127.0.0.1","127.0.0.1","TCP","656","8080  >  51794 [PSH, ACK] Seq=7465 Ack=6576 Win=87168 Len=590 TSval=2706775086 TSecr=2706775085"
"299","6.204910065","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=6491 Ack=7911 Win=77568 Len=0 TSval=2706775125 TSecr=2706775084"
"300","6.204910065","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=6109 Ack=6168 Win=87296 Len=0 TSval=2706775125 TSecr=2706775084"
"301","6.208922431","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=6576 Ack=8055 Win=77184 Len=0 TSval=2706775129 TSecr=2706775086"
"302","6.212740778","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=7301 Ack=6543 Win=87296 Len=0 TSval=2706775133 TSecr=2706775085"
"303","7.161732627","127.0.0.1","127.0.0.1","TCP","583","51798  >  8080 [PSH, ACK] Seq=6491 Ack=7911 Win=77568 Len=517 TSval=2706776082 TSecr=2706775084"
"304","7.161904715","127.0.0.1","127.0.0.1","TCP","681","51768  >  8080 [PSH, ACK] Seq=6543 Ack=7301 Win=77568 Len=615 TSval=2706776082 TSecr=2706775133"
"305","7.161925807","127.0.0.1","127.0.0.1","TCP","66","8080  >  51768 [ACK] Seq=7301 Ack=7158 Win=87168 Len=0 TSval=2706776082 TSecr=2706776082"
"306","7.162562687","127.0.0.1","127.0.0.1","TCP","590","8080  >  51794 [PSH, ACK] Seq=8055 Ack=6576 Win=87168 Len=524 TSval=2706776082 TSecr=2706775129"
"307","7.162588459","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=6576 Ack=8579 Win=76672 Len=0 TSval=2706776082 TSecr=2706776082"
"308","7.163550030","127.0.0.1","127.0.0.1","TCP","688","8080  >  51794 [PSH, ACK] Seq=8579 Ack=6576 Win=87168 Len=622 TSval=2706776083 TSecr=2706776082"
"309","7.163582925","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=6576 Ack=9201 Win=76160 Len=0 TSval=2706776083 TSecr=2706776083"
"310","7.164020549","127.0.0.1","127.0.0.1","TCP","615","51776  >  8080 [PSH, ACK] Seq=6479 Ack=7247 Win=77696 Len=549 TSval=2706776084 TSecr=2706775083"
"311","7.164500985","127.0.0.1","127.0.0.1","TCP","615","51794  >  8080 [PSH, ACK] Seq=6576 Ack=9201 Win=76160 Len=549 TSval=2706776084 TSecr=2706776083"
"312","7.164838037","127.0.0.1","127.0.0.1","TCP","622","8080  >  51798 [PSH, ACK] Seq=7911 Ack=7008 Win=87168 Len=556 TSval=2706776085 TSecr=2706776082"
"313","7.164862971","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=7008 Ack=8467 Win=77568 Len=0 TSval=2706776085 TSecr=2706776085"
"314","7.165450543","127.0.0.1","127.0.0.1","TCP","615","51780  >  8080 [PSH, ACK] Seq=6168 Ack=6109 Win=77568 Len=549 TSval=2706776085 TSecr=2706775125"
"315","7.165465838","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=6109 Ack=6717 Win=87168 Len=0 TSval=2706776085 TSecr=2706776085"
"316","7.166416444","127.0.0.1","127.0.0.1","TCP","622","8080  >  51776 [PSH, ACK] Seq=7247 Ack=7028 Win=87168 Len=556 TSval=2706776086 TSecr=2706776084"
"317","7.166444101","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=7028 Ack=7803 Win=77568 Len=0 TSval=2706776086 TSecr=2706776086"
"318","7.167418523","127.0.0.1","127.0.0.1","TCP","622","8080  >  51768 [PSH, ACK] Seq=7301 Ack=7158 Win=87296 Len=556 TSval=2706776087 TSecr=2706776082"
"319","7.204673738","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=9201 Ack=7125 Win=87168 Len=0 TSval=2706776125 TSecr=2706776084"
"320","7.208676815","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=7158 Ack=7857 Win=77568 Len=0 TSval=2706776129 TSecr=2706776087"
"321","8.164905308","127.0.0.1","127.0.0.1","TCP","421","51768  >  8080 [PSH, ACK] Seq=7158 Ack=7857 Win=77568 Len=355 TSval=2706777085 TSecr=2706776087"
"322","8.165022501","127.0.0.1","127.0.0.1","TCP","421","51798  >  8080 [PSH, ACK] Seq=7008 Ack=8467 Win=77568 Len=355 TSval=2706777085 TSecr=2706776085"
"323","8.166147430","127.0.0.1","127.0.0.1","TCP","583","51776  >  8080 [PSH, ACK] Seq=7028 Ack=7803 Win=77696 Len=517 TSval=2706777086 TSecr=2706776086"
"324","8.166749529","127.0.0.1","127.0.0.1","TCP","428","8080  >  51780 [PSH, ACK] Seq=6109 Ack=6717 Win=87296 Len=362 TSval=2706777087 TSecr=2706776085"
"325","8.166782424","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=6717 Ack=6471 Win=77696 Len=0 TSval=2706777087 TSecr=2706777087"
"326","8.166792272","127.0.0.1","127.0.0.1","TCP","487","51794  >  8080 [PSH, ACK] Seq=7125 Ack=9201 Win=76160 Len=421 TSval=2706777087 TSecr=2706776125"
"327","8.166816786","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=9201 Ack=7546 Win=87296 Len=0 TSval=2706777087 TSecr=2706777087"
"328","8.167382498","127.0.0.1","127.0.0.1","TCP","681","51780  >  8080 [PSH, ACK] Seq=6717 Ack=6471 Win=77696 Len=615 TSval=2706777087 TSecr=2706777087"
"329","8.167408479","127.0.0.1","127.0.0.1","TCP","66","8080  >  51780 [ACK] Seq=6471 Ack=7332 Win=87168 Len=0 TSval=2706777087 TSecr=2706777087"
"330","8.167781081","127.0.0.1","127.0.0.1","TCP","428","8080  >  51768 [PSH, ACK] Seq=7857 Ack=7513 Win=87296 Len=362 TSval=2706777088 TSecr=2706777085"
"331","8.167807900","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=7513 Ack=8219 Win=77696 Len=0 TSval=2706777088 TSecr=2706777088"
"332","8.168497370","127.0.0.1","127.0.0.1","TCP","590","8080  >  51798 [PSH, ACK] Seq=8467 Ack=7363 Win=87296 Len=524 TSval=2706777088 TSecr=2706777085"
"333","8.168530265","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=7363 Ack=8991 Win=77568 Len=0 TSval=2706777088 TSecr=2706777088"
"334","8.169477519","127.0.0.1","127.0.0.1","TCP","494","8080  >  51780 [PSH, ACK] Seq=6471 Ack=7332 Win=87168 Len=428 TSval=2706777089 TSecr=2706777087"
"335","8.170248144","127.0.0.1","127.0.0.1","TCP","688","8080  >  51776 [PSH, ACK] Seq=7803 Ack=7545 Win=87168 Len=622 TSval=2706777090 TSecr=2706777086"
"336","8.170279643","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=7545 Ack=8425 Win=77440 Len=0 TSval=2706777090 TSecr=2706777090"
"337","8.212887403","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=7332 Ack=6899 Win=77696 Len=0 TSval=2706777133 TSecr=2706777089"
"338","9.169039627","127.0.0.1","127.0.0.1","TCP","114","51776  >  8080 [PSH, ACK] Seq=7545 Ack=8425 Win=77696 Len=48 TSval=2706778089 TSecr=2706777090"
"339","9.169130211","127.0.0.1","127.0.0.1","TCP","421","51768  >  8080 [PSH, ACK] Seq=7513 Ack=8219 Win=77696 Len=355 TSval=2706778089 TSecr=2706777088"
"340","9.169156471","127.0.0.1","127.0.0.1","TCP","649","51798  >  8080 [PSH, ACK] Seq=7363 Ack=8991 Win=77568 Len=583 TSval=2706778089 TSecr=2706777088"
"341","9.170581577","127.0.0.1","127.0.0.1","TCP","504","8080  >  51776 [PSH, ACK] Seq=8425 Ack=7593 Win=87168 Len=438 TSval=2706778090 TSecr=2706778089"
"342","9.170581577","127.0.0.1","127.0.0.1","TCP","583","51780  >  8080 [PSH, ACK] Seq=7332 Ack=6899 Win=77696 Len=517 TSval=2706778090 TSecr=2706777089"
"343","9.170618523","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=7593 Ack=8863 Win=77568 Len=0 TSval=2706778090 TSecr=2706778090"
"344","9.171055937","127.0.0.1","127.0.0.1","TCP","487","51794  >  8080 [PSH, ACK] Seq=7546 Ack=9201 Win=76160 Len=421 TSval=2706778091 TSecr=2706777087"
"345","9.171084991","127.0.0.1","127.0.0.1","TCP","66","8080  >  51794 [ACK] Seq=9201 Ack=7967 Win=87296 Len=0 TSval=2706778091 TSecr=2706778091"
"346","9.171834385","127.0.0.1","127.0.0.1","TCP","428","8080  >  51780 [PSH, ACK] Seq=6899 Ack=7849 Win=87168 Len=362 TSval=2706778092 TSecr=2706778090"
"347","9.171860086","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=7849 Ack=7261 Win=77696 Len=0 TSval=2706778092 TSecr=2706778092"
"348","9.173201802","127.0.0.1","127.0.0.1","TCP","590","8080  >  51776 [PSH, ACK] Seq=8863 Ack=7593 Win=87168 Len=524 TSval=2706778093 TSecr=2706778090"
"349","9.173229319","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=7593 Ack=9387 Win=77568 Len=0 TSval=2706778093 TSecr=2706778093"
"350","9.173405318","127.0.0.1","127.0.0.1","TCP","656","8080  >  51780 [PSH, ACK] Seq=7261 Ack=7849 Win=87296 Len=590 TSval=2706778093 TSecr=2706778092"
"351","9.173423826","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=7849 Ack=7851 Win=77184 Len=0 TSval=2706778093 TSecr=2706778093"
"352","9.174065106","127.0.0.1","127.0.0.1","TCP","494","8080  >  51768 [PSH, ACK] Seq=8219 Ack=7868 Win=87296 Len=428 TSval=2706778094 TSecr=2706778089"
"353","9.174092693","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=7868 Ack=8647 Win=77568 Len=0 TSval=2706778094 TSecr=2706778094"
"354","9.176579452","127.0.0.1","127.0.0.1","TCP","681","51776  >  8080 [PSH, ACK] Seq=7593 Ack=9387 Win=77568 Len=615 TSval=2706778096 TSecr=2706778093"
"355","9.177563023","127.0.0.1","127.0.0.1","TCP","688","8080  >  51794 [PSH, ACK] Seq=9201 Ack=7967 Win=87296 Len=622 TSval=2706778097 TSecr=2706778091"
"356","9.212906481","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=8991 Ack=7946 Win=86784 Len=0 TSval=2706778133 TSecr=2706778089"
"357","9.216648631","127.0.0.1","127.0.0.1","TCP","66","8080  >  51776 [ACK] Seq=9387 Ack=8208 Win=87168 Len=0 TSval=2706778137 TSecr=2706778096"
"358","9.220713936","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=7967 Ack=9823 Win=75648 Len=0 TSval=2706778141 TSecr=2706778097"
"359","10.171967023","127.0.0.1","127.0.0.1","TCP","421","51776  >  8080 [PSH, ACK] Seq=8208 Ack=9387 Win=77696 Len=355 TSval=2706779092 TSecr=2706778137"
"360","10.172000407","127.0.0.1","127.0.0.1","TCP","66","8080  >  51776 [ACK] Seq=9387 Ack=8563 Win=87296 Len=0 TSval=2706779092 TSecr=2706779092"
"361","10.172134851","127.0.0.1","127.0.0.1","TCP","114","51798  >  8080 [PSH, ACK] Seq=7946 Ack=8991 Win=77568 Len=48 TSval=2706779092 TSecr=2706778133"
"362","10.172160971","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=8991 Ack=7994 Win=86784 Len=0 TSval=2706779092 TSecr=2706779092"
"363","10.172436703","127.0.0.1","127.0.0.1","TCP","453","51768  >  8080 [PSH, ACK] Seq=7868 Ack=8647 Win=77696 Len=387 TSval=2706779092 TSecr=2706778094"
"364","10.173403373","127.0.0.1","127.0.0.1","TCP","428","8080  >  51768 [PSH, ACK] Seq=8647 Ack=8255 Win=87296 Len=362 TSval=2706779093 TSecr=2706779092"
"365","10.173441017","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=8255 Ack=9009 Win=77696 Len=0 TSval=2706779093 TSecr=2706779093"
"366","10.174496524","127.0.0.1","127.0.0.1","TCP","487","51794  >  8080 [PSH, ACK] Seq=7967 Ack=9823 Win=75648 Len=421 TSval=2706779094 TSecr=2706778097"
"367","10.174944135","127.0.0.1","127.0.0.1","TCP","504","8080  >  51798 [PSH, ACK] Seq=8991 Ack=7994 Win=86784 Len=438 TSval=2706779095 TSecr=2706779092"
"368","10.174975075","127.0.0.1","127.0.0.1","TCP","66","51798  >  8080 [ACK] Seq=7994 Ack=9429 Win=77568 Len=0 TSval=2706779095 TSecr=2706779095"
"369","10.175410044","127.0.0.1","127.0.0.1","TCP","519","51780  >  8080 [PSH, ACK] Seq=7849 Ack=7851 Win=77184 Len=453 TSval=2706779095 TSecr=2706778093"
"370","10.175739624","127.0.0.1","127.0.0.1","TCP","460","8080  >  51780 [PSH, ACK] Seq=7851 Ack=8302 Win=87168 Len=394 TSval=2706779096 TSecr=2706779095"
"371","10.175767840","127.0.0.1","127.0.0.1","TCP","66","51780  >  8080 [ACK] Seq=8302 Ack=8245 Win=76800 Len=0 TSval=2706779096 TSecr=2706779096"
"372","10.176483151","127.0.0.1","127.0.0.1","TCP","494","8080  >  51768 [PSH, ACK] Seq=9009 Ack=8255 Win=87296 Len=428 TSval=2706779096 TSecr=2706779093"
"373","10.176510808","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=8255 Ack=9437 Win=77568 Len=0 TSval=2706779096 TSecr=2706779096"
"374","10.177231218","127.0.0.1","127.0.0.1","TCP","526","8080  >  51794 [PSH, ACK] Seq=9823 Ack=8388 Win=87296 Len=460 TSval=2706779097 TSecr=2706779094"
"375","10.177262158","127.0.0.1","127.0.0.1","TCP","66","51794  >  8080 [ACK] Seq=8388 Ack=10283 Win=75264 Len=0 TSval=2706779097 TSecr=2706779097"
"376","10.179599108","127.0.0.1","127.0.0.1","TCP","649","51798  >  8080 [PSH, ACK] Seq=7994 Ack=9429 Win=77568 Len=583 TSval=2706779099 TSecr=2706779095"
"377","10.180489720","127.0.0.1","127.0.0.1","TCP","656","8080  >  51776 [PSH, ACK] Seq=9387 Ack=8563 Win=87296 Len=590 TSval=2706779100 TSecr=2706779092"
"378","10.220957971","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=9429 Ack=8577 Win=86272 Len=0 TSval=2706779141 TSecr=2706779099"
"379","10.220997082","127.0.0.1","127.0.0.1","TCP","66","51776  >  8080 [ACK] Seq=8563 Ack=9977 Win=77696 Len=0 TSval=2706779141 TSecr=2706779100"
"380","11.174386533","127.0.0.1","127.0.0.1","TCP","421","51798  >  8080 [PSH, ACK] Seq=8577 Ack=9429 Win=77568 Len=355 TSval=2706780094 TSecr=2706779141"
"381","11.174418450","127.0.0.1","127.0.0.1","TCP","66","8080  >  51798 [ACK] Seq=9429 Ack=8932 Win=86016 Len=0 TSval=2706780094 TSecr=2706780094"
"382","11.174760880","127.0.0.1","127.0.0.1","TCP","389","51776  >  8080 [PSH, ACK] Seq=8563 Ack=9977 Win=77696 Len=323 TSval=2706780095 TSecr=2706779100"
"383","11.175622160","127.0.0.1","127.0.0.1","TCP","428","8080  >  51768 [PSH, ACK] Seq=9437 Ack=8255 Win=87296 Len=362 TSval=2706780095 TSecr=2706779096"
"384","11.175649258","127.0.0.1","127.0.0.1","TCP","66","51768  >  8080 [ACK] Seq=8255 Ack=9799 Win=77696 Len=0 TSval=2706780096 TSecr=2706780095"
"385","11.176564315","127.0.0.1","127.0.0.1","TCP","396","8080  >  51798 [PSH, ACK] Seq=9429 Ack=8932 Win=86016 Len=330 TSval=2706780096 TSecr=2706780094"
"386","11.177267963","127.0.0.1","127.0.0.1","TCP","487","51768  >  8080 [PSH, ACK] Seq=8255 Ack=9799 Win=77696 Len=421 TSval=2706780097 TSecr=2706780095"
"387","11.177405759","127.0.0.1","127.0.0.1","TCP","453","51794  >  8080 [PSH, ACK] Seq=8388 Ack=10283 Win=75264 Len=387 TSval=2706780097 TSecr=2706779097"
"388","11.178025528","127.0.0.1","127.0.0.1","TCP","583","51780  >  8080 [PSH, ACK] Seq=8302 Ack=8245 Win=76800 Len=517 TSval=2706780098 TSecr=2706779096"
"389","11.178194683","127.0.0.1","127.0.0.1","TCP","494","8080  >  51798 [PSH, ACK] Seq=9759 Ack=8932 Win=86016 Len=428 TSval=2706780098 TSecr=2706780094"
"390","11.179292025","127.0.0.1","127.0.0.1","TCP","460","8080  >  51776 [PSH, ACK] Seq=9977 Ack=8886 Win=87296 Len=394 TSval=2706780099 TSecr=2706780095"
